2021-04-08 11:54:29.714842 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populating workers...
2021-04-08 11:54:29.715081 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populated
2021-04-08 11:54:29.715231 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populating workers...
2021-04-08 11:54:29.715396 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populated
2021-04-08 11:54:29.715501 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populating workers...
2021-04-08 11:54:29.715602 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populated
2021-04-08 11:54:29.715701 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populating workers...
2021-04-08 11:54:29.715803 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populated
2021-04-08 11:54:29.715902 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populating workers...
2021-04-08 11:54:29.715999 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populated
2021-04-08 11:54:29.716099 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populating workers...
2021-04-08 11:54:29.716198 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populated
2021-04-08 11:54:29.716298 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populating workers...
2021-04-08 11:54:29.716395 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populated
2021-04-08 11:54:29.716543 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populating workers...
2021-04-08 11:54:29.716641 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populated
2021-04-08 11:54:29.716741 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populating workers...
2021-04-08 11:54:29.716838 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populated
2021-04-08 11:54:29.716935 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populating workers...
2021-04-08 11:54:29.717031 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populated
2021-04-08 11:55:28.143373 CEST | Iteration                   29
2021-04-08 11:55:28.143501 CEST | AverageDiscountedReturn    633.758
2021-04-08 11:55:28.143625 CEST | AverageReturn              999.673
2021-04-08 11:55:28.143751 CEST | ExplainedVariance            0.999999
2021-04-08 11:55:28.143879 CEST | NumTrajs                     4
2021-04-08 11:55:28.144007 CEST | Entropy                      1.29558
2021-04-08 11:55:28.144134 CEST | Perplexity                   3.65311
2021-04-08 11:55:28.144262 CEST | StdReturn                    0.132255
2021-04-08 11:55:28.144390 CEST | MaxReturn                  999.809
2021-04-08 11:55:28.144519 CEST | MinReturn                  999.499
2021-04-08 11:55:28.144648 CEST | Iteration                   29
2021-04-08 11:55:28.144774 CEST | AverageDiscountedReturn    633.654
2021-04-08 11:55:28.144902 CEST | AverageReturn              999.511
2021-04-08 11:55:28.145030 CEST | ExplainedVariance            0.999999
2021-04-08 11:55:28.145157 CEST | NumTrajs                     4
2021-04-08 11:55:28.145284 CEST | Entropy                      1.29558
2021-04-08 11:55:28.145412 CEST | Perplexity                   3.65311
2021-04-08 11:55:28.145540 CEST | StdReturn                    0.227004
2021-04-08 11:55:28.145669 CEST | MaxReturn                  999.745
2021-04-08 11:55:28.145798 CEST | MinReturn                  999.216
2021-04-08 11:55:28.145926 CEST | Iteration                   29
2021-04-08 11:55:28.146054 CEST | AverageDiscountedReturn    633.752
2021-04-08 11:55:28.146188 CEST | AverageReturn              999.659
2021-04-08 11:55:28.146330 CEST | ExplainedVariance            0.999999
2021-04-08 11:55:28.146545 CEST | NumTrajs                     4
2021-04-08 11:55:28.146782 CEST | Entropy                      1.29558
2021-04-08 11:55:28.146931 CEST | Perplexity                   3.65311
2021-04-08 11:55:28.147077 CEST | StdReturn                    0.0562323
2021-04-08 11:55:28.147249 CEST | MaxReturn                  999.72
2021-04-08 11:55:28.147396 CEST | MinReturn                  999.573
2021-04-08 11:55:28.147545 CEST | Iteration                   29
2021-04-08 11:55:28.147695 CEST | AverageDiscountedReturn    571.819
2021-04-08 11:55:28.147854 CEST | AverageReturn              877.693
2021-04-08 11:55:28.148005 CEST | ExplainedVariance            0.642916
2021-04-08 11:55:28.148164 CEST | NumTrajs                     5
2021-04-08 11:55:28.148314 CEST | Entropy                      1.29558
2021-04-08 11:55:28.148464 CEST | Perplexity                   3.65311
2021-04-08 11:55:28.148624 CEST | StdReturn                  243.989
2021-04-08 11:55:28.148776 CEST | MaxReturn                  999.849
2021-04-08 11:55:28.148924 CEST | MinReturn                  389.716
2021-04-08 11:55:28.149068 CEST | Iteration                   29
2021-04-08 11:55:28.149213 CEST | AverageDiscountedReturn    633.762
2021-04-08 11:55:28.149422 CEST | AverageReturn              999.656
2021-04-08 11:55:28.149567 CEST | ExplainedVariance            0.712325
2021-04-08 11:55:28.149765 CEST | NumTrajs                     4
2021-04-08 11:55:28.149930 CEST | Entropy                      1.29558
2021-04-08 11:55:28.150112 CEST | Perplexity                   3.65311
2021-04-08 11:55:28.150293 CEST | StdReturn                    0.0785113
2021-04-08 11:55:28.150443 CEST | MaxReturn                  999.752
2021-04-08 11:55:28.150622 CEST | MinReturn                  999.572
2021-04-08 11:55:28.150761 CEST | Iteration                   29
2021-04-08 11:55:28.150903 CEST | AverageDiscountedReturn    633.804
2021-04-08 11:55:28.151039 CEST | AverageReturn              999.735
2021-04-08 11:55:28.151203 CEST | ExplainedVariance            0.999999
2021-04-08 11:55:28.151344 CEST | NumTrajs                     4
2021-04-08 11:55:28.151485 CEST | Entropy                      1.29558
2021-04-08 11:55:28.151624 CEST | Perplexity                   3.65311
2021-04-08 11:55:28.151810 CEST | StdReturn                    0.102152
2021-04-08 11:55:28.151965 CEST | MaxReturn                  999.852
2021-04-08 11:55:28.152151 CEST | MinReturn                  999.586
2021-04-08 11:55:28.152295 CEST | Iteration                   29
2021-04-08 11:55:28.152435 CEST | AverageDiscountedReturn    633.851
2021-04-08 11:55:28.152575 CEST | AverageReturn              999.815
2021-04-08 11:55:28.152734 CEST | ExplainedVariance            1
2021-04-08 11:55:28.152878 CEST | NumTrajs                     4
2021-04-08 11:55:28.153016 CEST | Entropy                      1.29558
2021-04-08 11:55:28.153161 CEST | Perplexity                   3.65311
2021-04-08 11:55:28.153302 CEST | StdReturn                    0.0486056
2021-04-08 11:55:28.153438 CEST | MaxReturn                  999.856
2021-04-08 11:55:28.153594 CEST | MinReturn                  999.732
2021-04-08 11:55:28.153730 CEST | Iteration                   29
2021-04-08 11:55:28.153873 CEST | AverageDiscountedReturn    546.712
2021-04-08 11:55:28.154011 CEST | AverageReturn              843.8
2021-04-08 11:55:28.154147 CEST | ExplainedVariance            0.647037
2021-04-08 11:55:28.154290 CEST | NumTrajs                     5
2021-04-08 11:55:28.154428 CEST | Entropy                      1.29558
2021-04-08 11:55:28.154598 CEST | Perplexity                   3.65311
2021-04-08 11:55:28.154743 CEST | StdReturn                  311.979
2021-04-08 11:55:28.154891 CEST | MaxReturn                  999.87
2021-04-08 11:55:28.155030 CEST | MinReturn                  219.843
2021-04-08 11:55:28.155240 CEST | Iteration                   29
2021-04-08 11:55:28.155414 CEST | AverageDiscountedReturn    633.806
2021-04-08 11:55:28.155578 CEST | AverageReturn              999.737
2021-04-08 11:55:28.155741 CEST | ExplainedVariance            0.852681
2021-04-08 11:55:28.155922 CEST | NumTrajs                     4
2021-04-08 11:55:28.156091 CEST | Entropy                      1.29558
2021-04-08 11:55:28.156255 CEST | Perplexity                   3.65311
2021-04-08 11:55:28.156418 CEST | StdReturn                    0.0987068
2021-04-08 11:55:28.156585 CEST | MaxReturn                  999.858
2021-04-08 11:55:28.156751 CEST | MinReturn                  999.619
2021-04-08 11:55:28.156919 CEST | AveragePolicyStd             0.883946
2021-04-08 11:55:28.157087 CEST | AveragePolicyStd             0.883946
2021-04-08 11:55:28.157251 CEST | AveragePolicyStd             0.883946
2021-04-08 11:55:28.157418 CEST | AveragePolicyStd             0.883946
2021-04-08 11:55:28.157587 CEST | AveragePolicyStd             0.883946
2021-04-08 11:55:28.157752 CEST | AveragePolicyStd             0.883946
2021-04-08 11:55:28.157991 CEST | AveragePolicyStd             0.883946
2021-04-08 11:55:28.158259 CEST | AveragePolicyStd             0.883946
2021-04-08 11:55:28.158512 CEST | AveragePolicyStd             0.883946
2021-04-08 11:55:28.158676 CEST | AveragePolicyStd             0.883946
2021-04-08 11:55:28.158843 CEST | Iteration                   30
2021-04-08 11:55:28.159010 CEST | AverageDiscountedReturn    546.652
2021-04-08 11:55:28.159209 CEST | AverageReturn              843.711
2021-04-08 11:55:28.159377 CEST | ExplainedVariance            0.646763
2021-04-08 11:55:28.159555 CEST | NumTrajs                     5
2021-04-08 11:55:28.159722 CEST | Entropy                      1.29235
2021-04-08 11:55:28.159861 CEST | Perplexity                   3.64135
2021-04-08 11:55:28.159998 CEST | StdReturn                  311.915
2021-04-08 11:55:28.160135 CEST | MaxReturn                  999.743
2021-04-08 11:55:28.160273 CEST | MinReturn                  219.881
2021-04-08 11:55:28.160409 CEST | Iteration                   30
2021-04-08 11:55:28.160547 CEST | AverageDiscountedReturn    632.311
2021-04-08 11:55:28.160717 CEST | AverageReturn              995.731
2021-04-08 11:55:28.160951 CEST | ExplainedVariance            0.936111
2021-04-08 11:55:28.161149 CEST | NumTrajs                     5
2021-04-08 11:55:28.161285 CEST | Entropy                      1.29235
2021-04-08 11:55:28.161421 CEST | Perplexity                   3.64135
2021-04-08 11:55:28.161557 CEST | StdReturn                    7.99734
2021-04-08 11:55:28.161693 CEST | MaxReturn                  999.88
2021-04-08 11:55:28.161826 CEST | MinReturn                  979.739
2021-04-08 11:55:28.161962 CEST | Iteration                   30
2021-04-08 11:55:28.162094 CEST | AverageDiscountedReturn    633.823
2021-04-08 11:55:28.162276 CEST | AverageReturn              999.779
2021-04-08 11:55:28.162413 CEST | ExplainedVariance            0.99722
2021-04-08 11:55:28.162544 CEST | NumTrajs                     4
2021-04-08 11:55:28.162676 CEST | Entropy                      1.29235
2021-04-08 11:55:28.162831 CEST | Perplexity                   3.64135
2021-04-08 11:55:28.162978 CEST | StdReturn                    0.0615048
2021-04-08 11:55:28.163157 CEST | MaxReturn                  999.85
2021-04-08 11:55:28.163298 CEST | MinReturn                  999.681
2021-04-08 11:55:28.163483 CEST | Iteration                   30
2021-04-08 11:55:28.163624 CEST | AverageDiscountedReturn    633.855
2021-04-08 11:55:28.163801 CEST | AverageReturn              999.811
2021-04-08 11:55:28.163938 CEST | ExplainedVariance            0.999999
2021-04-08 11:55:28.164080 CEST | NumTrajs                     4
2021-04-08 11:55:28.164218 CEST | Entropy                      1.29235
2021-04-08 11:55:28.164359 CEST | Perplexity                   3.64135
2021-04-08 11:55:28.164503 CEST | StdReturn                    0.0649861
2021-04-08 11:55:28.164647 CEST | MaxReturn                  999.871
2021-04-08 11:55:28.164789 CEST | MinReturn                  999.703
2021-04-08 11:55:28.164930 CEST | Iteration                   30
2021-04-08 11:55:28.165070 CEST | AverageDiscountedReturn    633.792
2021-04-08 11:55:28.165209 CEST | AverageReturn              999.698
2021-04-08 11:55:28.165360 CEST | ExplainedVariance            0.999999
2021-04-08 11:55:28.165506 CEST | NumTrajs                     4
2021-04-08 11:55:28.165652 CEST | Entropy                      1.29235
2021-04-08 11:55:28.165792 CEST | Perplexity                   3.64135
2021-04-08 11:55:28.165937 CEST | StdReturn                    0.0762634
2021-04-08 11:55:28.166078 CEST | MaxReturn                  999.787
2021-04-08 11:55:28.166220 CEST | MinReturn                  999.578
2021-04-08 11:55:28.166356 CEST | Iteration                   30
2021-04-08 11:55:28.166498 CEST | AverageDiscountedReturn    633.848
2021-04-08 11:55:28.166638 CEST | AverageReturn              999.81
2021-04-08 11:55:28.166786 CEST | ExplainedVariance            0.999999
2021-04-08 11:55:28.166931 CEST | NumTrajs                     4
2021-04-08 11:55:28.167072 CEST | Entropy                      1.29235
2021-04-08 11:55:28.167236 CEST | Perplexity                   3.64135
2021-04-08 11:55:28.167379 CEST | StdReturn                    0.0557368
2021-04-08 11:55:28.167525 CEST | MaxReturn                  999.869
2021-04-08 11:55:28.167667 CEST | MinReturn                  999.729
2021-04-08 11:55:28.167807 CEST | Iteration                   30
2021-04-08 11:55:28.167947 CEST | AverageDiscountedReturn    527.815
2021-04-08 11:55:28.168097 CEST | AverageReturn              798.094
2021-04-08 11:55:28.168234 CEST | ExplainedVariance            0.505541
2021-04-08 11:55:28.168375 CEST | NumTrajs                     6
2021-04-08 11:55:28.168515 CEST | Entropy                      1.29235
2021-04-08 11:55:28.168659 CEST | Perplexity                   3.64135
2021-04-08 11:55:28.168797 CEST | StdReturn                  304.539
2021-04-08 11:55:28.168936 CEST | MaxReturn                  999.802
2021-04-08 11:55:28.169076 CEST | MinReturn                  209.801
2021-04-08 11:55:28.169214 CEST | Iteration                   30
2021-04-08 11:55:28.169352 CEST | AverageDiscountedReturn    477.678
2021-04-08 11:55:28.169493 CEST | AverageReturn              733.109
2021-04-08 11:55:28.169633 CEST | ExplainedVariance            0.354112
2021-04-08 11:55:28.169771 CEST | NumTrajs                     6
2021-04-08 11:55:28.169919 CEST | Entropy                      1.29235
2021-04-08 11:55:28.170068 CEST | Perplexity                   3.64135
2021-04-08 11:55:28.170237 CEST | StdReturn                  394.3
2021-04-08 11:55:28.170379 CEST | MaxReturn                  999.847
2021-04-08 11:55:28.170519 CEST | MinReturn                    0
2021-04-08 11:55:28.170666 CEST | Iteration                   30
2021-04-08 11:55:28.170806 CEST | AverageDiscountedReturn    594.21
2021-04-08 11:55:28.170946 CEST | AverageReturn              913.743
2021-04-08 11:55:28.171138 CEST | ExplainedVariance            0.672585
2021-04-08 11:55:28.171283 CEST | NumTrajs                     5
2021-04-08 11:55:28.171419 CEST | Entropy                      1.29235
2021-04-08 11:55:28.171560 CEST | Perplexity                   3.64135
2021-04-08 11:55:28.171699 CEST | StdReturn                  171.977
2021-04-08 11:55:28.171843 CEST | MaxReturn                  999.834
2021-04-08 11:55:28.171981 CEST | MinReturn                  569.789
2021-04-08 11:55:28.172120 CEST | Iteration                   30
2021-04-08 11:55:28.172277 CEST | AverageDiscountedReturn    519.881
2021-04-08 11:55:28.172411 CEST | AverageReturn              809.734
2021-04-08 11:55:28.172549 CEST | ExplainedVariance            0.905777
2021-04-08 11:55:28.172686 CEST | NumTrajs                     6
2021-04-08 11:55:28.172842 CEST | Entropy                      1.29235
2021-04-08 11:55:28.172981 CEST | Perplexity                   3.64135
2021-04-08 11:55:28.173122 CEST | StdReturn                  361.831
2021-04-08 11:55:28.173264 CEST | MaxReturn                  999.782
2021-04-08 11:55:28.173404 CEST | MinReturn                    9.97986
2021-04-08 11:55:28.173544 CEST | AveragePolicyStd             0.881099
2021-04-08 11:55:28.173678 CEST | AveragePolicyStd             0.881099
2021-04-08 11:55:28.173826 CEST | AveragePolicyStd             0.881099
2021-04-08 11:55:28.173970 CEST | AveragePolicyStd             0.881099
2021-04-08 11:55:28.174107 CEST | AveragePolicyStd             0.881099
2021-04-08 11:55:28.174245 CEST | AveragePolicyStd             0.881099
2021-04-08 11:55:28.174382 CEST | AveragePolicyStd             0.881099
2021-04-08 11:55:28.174522 CEST | AveragePolicyStd             0.881099
2021-04-08 11:55:28.174654 CEST | AveragePolicyStd             0.881099
2021-04-08 11:55:28.174795 CEST | AveragePolicyStd             0.881099
2021-04-08 11:55:28.174934 CEST | TransfBits               30288
2021-04-08 11:55:28.175071 CEST | -----------------------  -------------
2021-04-08 11:55:29.647741 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #31 | fitting baseline...
2021-04-08 11:55:29.648483 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #31 | fitted
2021-04-08 11:55:29.656282 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #31 | fitting baseline...
2021-04-08 11:55:29.656858 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #31 | fitted
2021-04-08 11:55:29.657776 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #31 | fitting baseline...
2021-04-08 11:55:29.658246 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #31 | fitted
2021-04-08 11:55:29.659537 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #31 | fitting baseline...
2021-04-08 11:55:29.660743 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #31 | fitted
2021-04-08 11:55:29.662841 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #31 | fitting baseline...
2021-04-08 11:55:29.663969 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #31 | fitted
2021-04-08 11:55:29.666193 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #31 | fitting baseline...
2021-04-08 11:55:29.667294 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #31 | fitted
2021-04-08 11:55:29.668848 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #31 | fitting baseline...
2021-04-08 11:55:29.669379 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #31 | fitted
2021-04-08 11:55:29.670198 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #31 | fitting baseline...
2021-04-08 11:55:29.670587 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #31 | fitted
2021-04-08 11:55:29.671455 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #31 | fitting baseline...
2021-04-08 11:55:29.671876 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #31 | fitted
2021-04-08 11:55:29.672817 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #31 | fitting baseline...
2021-04-08 11:55:29.673671 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #31 | fitted
2021-04-08 11:55:31.210968 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #32 | fitting baseline...
2021-04-08 11:55:31.211676 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #32 | fitted
2021-04-08 11:55:31.212835 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #32 | fitting baseline...
