2021-04-09 09:47:12.017893 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populating workers...
2021-04-09 09:47:12.018180 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populated
2021-04-09 09:47:12.018325 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populating workers...
2021-04-09 09:47:12.018457 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populated
2021-04-09 09:47:12.018590 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populating workers...
2021-04-09 09:47:12.018719 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populated
2021-04-09 09:47:12.018850 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populating workers...
2021-04-09 09:47:12.018975 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populated
2021-04-09 09:47:12.019102 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populating workers...
2021-04-09 09:47:12.019222 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populated
2021-04-09 09:47:12.019346 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populating workers...
2021-04-09 09:47:12.019469 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populated
2021-04-09 09:47:12.019593 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populating workers...
2021-04-09 09:47:12.019717 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populated
2021-04-09 09:47:12.019841 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populating workers...
2021-04-09 09:47:12.019965 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populated
2021-04-09 09:47:12.020089 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populating workers...
2021-04-09 09:47:12.020214 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populated
2021-04-09 09:47:12.020340 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populating workers...
2021-04-09 09:47:12.020460 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populated
2021-04-09 09:48:12.840048 CEST | MinReturn                   999.32
2021-04-09 09:48:12.840199 CEST | Iteration                    31
2021-04-09 09:48:12.840352 CEST | AverageDiscountedReturn     506.975
2021-04-09 09:48:12.840509 CEST | AverageReturn               799.665
2021-04-09 09:48:12.840660 CEST | ExplainedVariance             0.969559
2021-04-09 09:48:12.840813 CEST | NumTrajs                      5
2021-04-09 09:48:12.840961 CEST | Entropy                       1.26546
2021-04-09 09:48:12.841111 CEST | Perplexity                    3.54474
2021-04-09 09:48:12.841264 CEST | StdReturn                   399.833
2021-04-09 09:48:12.841428 CEST | MaxReturn                   999.684
2021-04-09 09:48:12.841582 CEST | MinReturn                     0
2021-04-09 09:48:12.841730 CEST | Iteration                    31
2021-04-09 09:48:12.841906 CEST | AverageDiscountedReturn     633.674
2021-04-09 09:48:12.842048 CEST | AverageReturn               999.535
2021-04-09 09:48:12.842201 CEST | ExplainedVariance             0.998876
2021-04-09 09:48:12.842372 CEST | NumTrajs                      4
2021-04-09 09:48:12.842518 CEST | Entropy                       1.26546
2021-04-09 09:48:12.842674 CEST | Perplexity                    3.54474
2021-04-09 09:48:12.842829 CEST | StdReturn                     0.0952335
2021-04-09 09:48:12.842973 CEST | MaxReturn                   999.688
2021-04-09 09:48:12.843131 CEST | MinReturn                   999.437
2021-04-09 09:48:12.843278 CEST | Iteration                    31
2021-04-09 09:48:12.843431 CEST | AverageDiscountedReturn     506.991
2021-04-09 09:48:12.843585 CEST | AverageReturn               799.701
2021-04-09 09:48:12.843738 CEST | ExplainedVariance             0.969556
2021-04-09 09:48:12.843891 CEST | NumTrajs                      5
2021-04-09 09:48:12.844042 CEST | Entropy                       1.26546
2021-04-09 09:48:12.844192 CEST | Perplexity                    3.54474
2021-04-09 09:48:12.844343 CEST | StdReturn                   399.851
2021-04-09 09:48:12.844497 CEST | MaxReturn                   999.694
2021-04-09 09:48:12.844648 CEST | MinReturn                     0
2021-04-09 09:48:12.844799 CEST | Iteration                    31
2021-04-09 09:48:12.844947 CEST | AverageDiscountedReturn     585.947
2021-04-09 09:48:12.845093 CEST | AverageReturn               899.66
2021-04-09 09:48:12.845252 CEST | ExplainedVariance             0.694818
2021-04-09 09:48:12.845405 CEST | NumTrajs                      5
2021-04-09 09:48:12.845558 CEST | Entropy                       1.26546
2021-04-09 09:48:12.845708 CEST | Perplexity                    3.54474
2021-04-09 09:48:12.845856 CEST | StdReturn                   200.006
2021-04-09 09:48:12.846011 CEST | MaxReturn                   999.778
2021-04-09 09:48:12.846167 CEST | MinReturn                   499.648
2021-04-09 09:48:12.846319 CEST | Iteration                    31
2021-04-09 09:48:12.846470 CEST | AverageDiscountedReturn     633.71
2021-04-09 09:48:12.846623 CEST | AverageReturn               999.556
2021-04-09 09:48:12.846775 CEST | ExplainedVariance             0.930017
2021-04-09 09:48:12.846922 CEST | NumTrajs                      4
2021-04-09 09:48:12.847063 CEST | Entropy                       1.26546
2021-04-09 09:48:12.847215 CEST | Perplexity                    3.54474
2021-04-09 09:48:12.847367 CEST | StdReturn                     0.0405468
2021-04-09 09:48:12.847517 CEST | MaxReturn                   999.595
2021-04-09 09:48:12.847707 CEST | MinReturn                   999.491
2021-04-09 09:48:12.847858 CEST | Iteration                    31
2021-04-09 09:48:12.848007 CEST | AverageDiscountedReturn     585.814
2021-04-09 09:48:12.848165 CEST | AverageReturn               899.458
2021-04-09 09:48:12.848318 CEST | ExplainedVariance             0.699206
2021-04-09 09:48:12.848482 CEST | NumTrajs                      5
2021-04-09 09:48:12.848619 CEST | Entropy                       1.26546
2021-04-09 09:48:12.848760 CEST | Perplexity                    3.54474
2021-04-09 09:48:12.848903 CEST | StdReturn                   199.955
2021-04-09 09:48:12.849056 CEST | MaxReturn                   999.819
2021-04-09 09:48:12.849213 CEST | MinReturn                   499.549
2021-04-09 09:48:12.849372 CEST | Iteration                    31
2021-04-09 09:48:12.849523 CEST | AverageDiscountedReturn     633.762
2021-04-09 09:48:12.849672 CEST | AverageReturn               999.673
2021-04-09 09:48:12.849824 CEST | ExplainedVariance             0.958607
2021-04-09 09:48:12.849985 CEST | NumTrajs                      4
2021-04-09 09:48:12.850133 CEST | Entropy                       1.26546
2021-04-09 09:48:12.850278 CEST | Perplexity                    3.54474
2021-04-09 09:48:12.850424 CEST | StdReturn                     0.0430961
2021-04-09 09:48:12.850564 CEST | MaxReturn                   999.733
2021-04-09 09:48:12.850718 CEST | MinReturn                   999.625
2021-04-09 09:48:12.850865 CEST | Iteration                    31
2021-04-09 09:48:12.851000 CEST | AverageDiscountedReturn     633.755
2021-04-09 09:48:12.851167 CEST | AverageReturn               999.656
2021-04-09 09:48:12.851316 CEST | ExplainedVariance             0.999999
2021-04-09 09:48:12.851471 CEST | NumTrajs                      4
2021-04-09 09:48:12.851619 CEST | Entropy                       1.26546
2021-04-09 09:48:12.851765 CEST | Perplexity                    3.54474
2021-04-09 09:48:12.851914 CEST | StdReturn                     0.130076
2021-04-09 09:48:12.852060 CEST | MaxReturn                   999.769
2021-04-09 09:48:12.852217 CEST | MinReturn                   999.439
2021-04-09 09:48:12.852370 CEST | Iteration                    31
2021-04-09 09:48:12.852518 CEST | AverageDiscountedReturn     583.484
2021-04-09 09:48:12.852662 CEST | AverageReturn               895.64
2021-04-09 09:48:12.852812 CEST | ExplainedVariance             0.68683
2021-04-09 09:48:12.852957 CEST | NumTrajs                      5
2021-04-09 09:48:12.853106 CEST | Entropy                       1.26546
2021-04-09 09:48:12.853314 CEST | Perplexity                    3.54474
2021-04-09 09:48:12.853510 CEST | StdReturn                   207.967
2021-04-09 09:48:12.853680 CEST | MaxReturn                   999.701
2021-04-09 09:48:12.853840 CEST | MinReturn                   479.707
2021-04-09 09:48:12.854019 CEST | AveragePolicyStd              0.857723
2021-04-09 09:48:12.854172 CEST | AveragePolicyStd              0.857723
2021-04-09 09:48:12.854321 CEST | AveragePolicyStd              0.857723
2021-04-09 09:48:12.854487 CEST | AveragePolicyStd              0.857723
2021-04-09 09:48:12.854653 CEST | AveragePolicyStd              0.857723
2021-04-09 09:48:12.854819 CEST | AveragePolicyStd              0.857723
2021-04-09 09:48:12.854991 CEST | AveragePolicyStd              0.857723
2021-04-09 09:48:12.855167 CEST | AveragePolicyStd              0.857723
2021-04-09 09:48:12.855349 CEST | AveragePolicyStd              0.857723
2021-04-09 09:48:12.855507 CEST | AveragePolicyStd              0.857723
2021-04-09 09:48:12.855683 CEST | Iteration                    32
2021-04-09 09:48:12.855854 CEST | AverageDiscountedReturn     633.779
2021-04-09 09:48:12.856026 CEST | AverageReturn               999.679
2021-04-09 09:48:12.856195 CEST | ExplainedVariance             0.662133
2021-04-09 09:48:12.856342 CEST | NumTrajs                      4
2021-04-09 09:48:12.856490 CEST | Entropy                       1.26398
2021-04-09 09:48:12.856639 CEST | Perplexity                    3.5395
2021-04-09 09:48:12.856814 CEST | StdReturn                     0.149811
2021-04-09 09:48:12.856959 CEST | MaxReturn                   999.801
2021-04-09 09:48:12.857104 CEST | MinReturn                   999.426
2021-04-09 09:48:12.857252 CEST | Iteration                    32
2021-04-09 09:48:12.857398 CEST | AverageDiscountedReturn     507.006
2021-04-09 09:48:12.857570 CEST | AverageReturn               799.734
2021-04-09 09:48:12.857748 CEST | ExplainedVariance             0.969552
2021-04-09 09:48:12.857965 CEST | NumTrajs                      5
2021-04-09 09:48:12.858109 CEST | Entropy                       1.26398
2021-04-09 09:48:12.858244 CEST | Perplexity                    3.5395
2021-04-09 09:48:12.858386 CEST | StdReturn                   399.867
2021-04-09 09:48:12.858536 CEST | MaxReturn                   999.816
2021-04-09 09:48:12.858690 CEST | MinReturn                     0
2021-04-09 09:48:12.858844 CEST | Iteration                    32
2021-04-09 09:48:12.858996 CEST | AverageDiscountedReturn     633.689
2021-04-09 09:48:12.859153 CEST | AverageReturn               999.539
2021-04-09 09:48:12.859314 CEST | ExplainedVariance             0.998705
2021-04-09 09:48:12.859467 CEST | NumTrajs                      4
2021-04-09 09:48:12.859623 CEST | Entropy                       1.26398
2021-04-09 09:48:12.859769 CEST | Perplexity                    3.5395
2021-04-09 09:48:12.859921 CEST | StdReturn                     0.134048
2021-04-09 09:48:12.860074 CEST | MaxReturn                   999.741
2021-04-09 09:48:12.860227 CEST | MinReturn                   999.367
2021-04-09 09:48:12.860388 CEST | Iteration                    32
2021-04-09 09:48:12.860547 CEST | AverageDiscountedReturn     611.876
2021-04-09 09:48:12.860696 CEST | AverageReturn               947.635
2021-04-09 09:48:12.860849 CEST | ExplainedVariance             0.884192
2021-04-09 09:48:12.861003 CEST | NumTrajs                      5
2021-04-09 09:48:12.861157 CEST | Entropy                       1.26398
2021-04-09 09:48:12.861314 CEST | Perplexity                    3.5395
2021-04-09 09:48:12.861466 CEST | StdReturn                   104.13
2021-04-09 09:48:12.861622 CEST | MaxReturn                   999.78
2021-04-09 09:48:12.861769 CEST | MinReturn                   739.376
2021-04-09 09:48:12.861949 CEST | Iteration                    32
2021-04-09 09:48:12.862106 CEST | AverageDiscountedReturn     633.789
2021-04-09 09:48:12.862267 CEST | AverageReturn               999.706
2021-04-09 09:48:12.862420 CEST | ExplainedVariance             0.980497
2021-04-09 09:48:12.862572 CEST | NumTrajs                      4
2021-04-09 09:48:12.862716 CEST | Entropy                       1.26398
2021-04-09 09:48:12.862869 CEST | Perplexity                    3.5395
2021-04-09 09:48:12.863021 CEST | StdReturn                     0.0464146
2021-04-09 09:48:12.863176 CEST | MaxReturn                   999.75
2021-04-09 09:48:12.863330 CEST | MinReturn                   999.634
2021-04-09 09:48:12.863487 CEST | Iteration                    32
2021-04-09 09:48:12.863641 CEST | AverageDiscountedReturn     633.733
2021-04-09 09:48:12.863786 CEST | AverageReturn               999.604
2021-04-09 09:48:12.863934 CEST | ExplainedVariance             0.999999
2021-04-09 09:48:12.864089 CEST | NumTrajs                      4
2021-04-09 09:48:12.864245 CEST | Entropy                       1.26398
2021-04-09 09:48:12.864399 CEST | Perplexity                    3.5395
2021-04-09 09:48:12.864554 CEST | StdReturn                     0.148402
2021-04-09 09:48:12.864714 CEST | MaxReturn                   999.828
2021-04-09 09:48:12.864874 CEST | MinReturn                   999.462
2021-04-09 09:48:12.865028 CEST | Iteration                    32
2021-04-09 09:48:12.865178 CEST | AverageDiscountedReturn     633.735
2021-04-09 09:48:12.865331 CEST | AverageReturn               999.644
2021-04-09 09:48:12.865480 CEST | ExplainedVariance             0.999999
2021-04-09 09:48:12.865638 CEST | NumTrajs                      4
2021-04-09 09:48:12.865804 CEST | Entropy                       1.26398
2021-04-09 09:48:12.865986 CEST | Perplexity                    3.5395
2021-04-09 09:48:12.866140 CEST | StdReturn                     0.157323
2021-04-09 09:48:12.866290 CEST | MaxReturn                   999.821
2021-04-09 09:48:12.866448 CEST | MinReturn                   999.45
2021-04-09 09:48:12.866602 CEST | Iteration                    32
2021-04-09 09:48:12.866755 CEST | AverageDiscountedReturn     633.708
2021-04-09 09:48:12.866906 CEST | AverageReturn               999.582
2021-04-09 09:48:12.867064 CEST | ExplainedVariance             0.999999
2021-04-09 09:48:12.867211 CEST | NumTrajs                      4
2021-04-09 09:48:12.867369 CEST | Entropy                       1.26398
2021-04-09 09:48:12.867518 CEST | Perplexity                    3.5395
2021-04-09 09:48:12.867672 CEST | StdReturn                     0.0762402
2021-04-09 09:48:12.867825 CEST | MaxReturn                   999.676
2021-04-09 09:48:12.867994 CEST | MinReturn                   999.465
2021-04-09 09:48:12.868187 CEST | Iteration                    32
2021-04-09 09:48:12.868338 CEST | AverageDiscountedReturn     633.694
2021-04-09 09:48:12.868480 CEST | AverageReturn               999.562
2021-04-09 09:48:12.868632 CEST | ExplainedVariance             0.999999
2021-04-09 09:48:12.868784 CEST | NumTrajs                      4
2021-04-09 09:48:12.868944 CEST | Entropy                       1.26398
2021-04-09 09:48:12.869093 CEST | Perplexity                    3.5395
2021-04-09 09:48:12.869228 CEST | StdReturn                     0.213074
2021-04-09 09:48:12.869394 CEST | MaxReturn                   999.768
2021-04-09 09:48:12.869551 CEST | MinReturn                   999.209
2021-04-09 09:48:12.869704 CEST | Iteration                    32
2021-04-09 09:48:12.869899 CEST | AverageDiscountedReturn     633.763
2021-04-09 09:48:12.870068 CEST | AverageReturn               999.65
2021-04-09 09:48:12.870247 CEST | ExplainedVariance             0.999999
2021-04-09 09:48:12.870429 CEST | NumTrajs                      4
2021-04-09 09:48:12.870604 CEST | Entropy                       1.26398
2021-04-09 09:48:12.870796 CEST | Perplexity                    3.5395
2021-04-09 09:48:12.871007 CEST | StdReturn                     0.084126
2021-04-09 09:48:12.871148 CEST | MaxReturn                   999.794
2021-04-09 09:48:12.871311 CEST | MinReturn                   999.593
2021-04-09 09:48:12.871465 CEST | AveragePolicyStd              0.856455
2021-04-09 09:48:12.871624 CEST | AveragePolicyStd              0.856455
2021-04-09 09:48:12.871776 CEST | AveragePolicyStd              0.856455
2021-04-09 09:48:12.871934 CEST | AveragePolicyStd              0.856455
2021-04-09 09:48:12.872094 CEST | AveragePolicyStd              0.856455
2021-04-09 09:48:12.872254 CEST | AveragePolicyStd              0.856455
2021-04-09 09:48:12.872408 CEST | AveragePolicyStd              0.856455
2021-04-09 09:48:12.872562 CEST | AveragePolicyStd              0.856455
2021-04-09 09:48:12.872722 CEST | AveragePolicyStd              0.856455
2021-04-09 09:48:12.872874 CEST | AveragePolicyStd              0.856455
2021-04-09 09:48:12.873033 CEST | Iteration                    33
2021-04-09 09:48:12.873188 CEST | AverageDiscountedReturn     633.793
2021-04-09 09:48:12.873340 CEST | AverageReturn               999.723
2021-04-09 09:48:12.873489 CEST | ExplainedVariance             0.999999
2021-04-09 09:48:12.873642 CEST | NumTrajs                      4
2021-04-09 09:48:12.873792 CEST | Entropy                       1.26428
2021-04-09 09:48:12.873970 CEST | Perplexity                    3.54055
2021-04-09 09:48:12.874133 CEST | StdReturn                     0.0565986
2021-04-09 09:48:12.874279 CEST | MaxReturn                   999.787
2021-04-09 09:48:12.874425 CEST | MinReturn                   999.642
2021-04-09 09:48:12.874585 CEST | Iteration                    33
2021-04-09 09:48:12.874741 CEST | AverageDiscountedReturn     509.023
2021-04-09 09:48:12.874895 CEST | AverageReturn               801.767
2021-04-09 09:48:12.875066 CEST | ExplainedVariance             0.941137
2021-04-09 09:48:12.875226 CEST | NumTrajs                      5
2021-04-09 09:48:12.875378 CEST | Entropy                       1.26428
2021-04-09 09:48:12.875530 CEST | Perplexity                    3.54055
2021-04-09 09:48:12.875679 CEST | StdReturn                   395.894
2021-04-09 09:48:12.875830 CEST | MaxReturn                   999.799
2021-04-09 09:48:12.875992 CEST | MinReturn                     9.97908
2021-04-09 09:48:12.876146 CEST | Iteration                    33
2021-04-09 09:48:12.876303 CEST | AverageDiscountedReturn     508.961
2021-04-09 09:48:12.876457 CEST | AverageReturn               801.662
2021-04-09 09:48:12.876608 CEST | ExplainedVariance             0.942073
2021-04-09 09:48:12.876766 CEST | NumTrajs                      5
2021-04-09 09:48:12.876922 CEST | Entropy                       1.26428
2021-04-09 09:48:12.877077 CEST | Perplexity                    3.54055
2021-04-09 09:48:12.877228 CEST | StdReturn                   395.841
2021-04-09 09:48:12.877384 CEST | MaxReturn                   999.817
2021-04-09 09:48:12.877538 CEST | MinReturn                     9.97942
2021-04-09 09:48:12.877686 CEST | Iteration                    33
2021-04-09 09:48:12.877846 CEST | AverageDiscountedReturn     629.989
2021-04-09 09:48:12.878020 CEST | AverageReturn               989.659
2021-04-09 09:48:12.878176 CEST | ExplainedVariance             0.991063
2021-04-09 09:48:12.878333 CEST | NumTrajs                      5
2021-04-09 09:48:12.878487 CEST | Entropy                       1.26428
2021-04-09 09:48:12.878638 CEST | Perplexity                    3.54055
2021-04-09 09:48:12.878791 CEST | StdReturn                    20.1497
2021-04-09 09:48:12.878943 CEST | MaxReturn                   999.801
2021-04-09 09:48:12.879114 CEST | MinReturn                   949.36
2021-04-09 09:48:12.879268 CEST | Iteration                    33
2021-04-09 09:48:12.879421 CEST | AverageDiscountedReturn     633.788
2021-04-09 09:48:12.879583 CEST | AverageReturn               999.707
2021-04-09 09:48:12.879754 CEST | ExplainedVariance             0.998429
2021-04-09 09:48:12.879928 CEST | NumTrajs                      4
2021-04-09 09:48:12.880103 CEST | Entropy                       1.26428
2021-04-09 09:48:12.880282 CEST | Perplexity                    3.54055
2021-04-09 09:48:12.880460 CEST | StdReturn                     0.0526093
2021-04-09 09:48:12.880640 CEST | MaxReturn                   999.767
2021-04-09 09:48:12.880817 CEST | MinReturn                   999.642
2021-04-09 09:48:12.880999 CEST | Iteration                    33
2021-04-09 09:48:12.881175 CEST | AverageDiscountedReturn     633.651
2021-04-09 09:48:12.881358 CEST | AverageReturn               999.498
2021-04-09 09:48:12.881506 CEST | ExplainedVariance             0.999999
2021-04-09 09:48:12.881684 CEST | NumTrajs                      4
2021-04-09 09:48:12.881878 CEST | Entropy                       1.26428
2021-04-09 09:48:12.882033 CEST | Perplexity                    3.54055
2021-04-09 09:48:12.882184 CEST | StdReturn                     0.218426
2021-04-09 09:48:12.882367 CEST | MaxReturn                   999.713
2021-04-09 09:48:12.882544 CEST | MinReturn                   999.14
2021-04-09 09:48:12.882724 CEST | Iteration                    33
2021-04-09 09:48:12.882902 CEST | AverageDiscountedReturn     507.033
2021-04-09 09:48:12.883056 CEST | AverageReturn               799.771
2021-04-09 09:48:12.883231 CEST | ExplainedVariance             0.969563
2021-04-09 09:48:12.883405 CEST | NumTrajs                      5
2021-04-09 09:48:12.883554 CEST | Entropy                       1.26428
2021-04-09 09:48:12.883733 CEST | Perplexity                    3.54055
2021-04-09 09:48:12.883911 CEST | StdReturn                   399.885
