2021-04-08 16:01:16.246977 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populating workers...
2021-04-08 16:01:16.247283 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populated
2021-04-08 16:01:16.247416 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populating workers...
2021-04-08 16:01:16.247539 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populated
2021-04-08 16:01:16.247661 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populating workers...
2021-04-08 16:01:16.247788 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populated
2021-04-08 16:01:16.247908 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populating workers...
2021-04-08 16:01:16.248029 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populated
2021-04-08 16:01:16.248167 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populating workers...
2021-04-08 16:01:16.248293 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populated
2021-04-08 16:01:16.248427 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populating workers...
2021-04-08 16:01:16.248559 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populated
2021-04-08 16:01:16.248681 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populating workers...
2021-04-08 16:01:16.248797 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populated
2021-04-08 16:01:16.248914 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populating workers...
2021-04-08 16:01:16.249030 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populated
2021-04-08 16:01:16.249147 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populating workers...
2021-04-08 16:01:16.249274 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populated
2021-04-08 16:01:16.249405 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populating workers...
2021-04-08 16:01:16.249531 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populated
2021-04-08 16:02:11.329375 CEST | StdReturn                   271.074
2021-04-08 16:02:11.329516 CEST | MaxReturn                   999.812
2021-04-08 16:02:11.329647 CEST | MinReturn                   419.823
2021-04-08 16:02:11.329776 CEST | AveragePolicyStd              0.983574
2021-04-08 16:02:11.329911 CEST | AveragePolicyStd              0.983574
2021-04-08 16:02:11.330040 CEST | AveragePolicyStd              0.983574
2021-04-08 16:02:11.330169 CEST | AveragePolicyStd              0.983574
2021-04-08 16:02:11.330299 CEST | AveragePolicyStd              0.983574
2021-04-08 16:02:11.330425 CEST | AveragePolicyStd              0.983574
2021-04-08 16:02:11.330547 CEST | AveragePolicyStd              0.983574
2021-04-08 16:02:11.330671 CEST | AveragePolicyStd              0.983574
2021-04-08 16:02:11.330805 CEST | AveragePolicyStd              0.983574
2021-04-08 16:02:11.330935 CEST | AveragePolicyStd              0.983574
2021-04-08 16:02:11.331069 CEST | Iteration                    30
2021-04-08 16:02:11.331233 CEST | AverageDiscountedReturn     597.514
2021-04-08 16:02:11.331359 CEST | AverageReturn               911.783
2021-04-08 16:02:11.331487 CEST | ExplainedVariance             0.87829
2021-04-08 16:02:11.331613 CEST | NumTrajs                      5
2021-04-08 16:02:11.331747 CEST | Entropy                       1.39994
2021-04-08 16:02:11.331880 CEST | Perplexity                    4.05497
2021-04-08 16:02:11.332008 CEST | StdReturn                   109.503
2021-04-08 16:02:11.332134 CEST | MaxReturn                   999.879
2021-04-08 16:02:11.332265 CEST | MinReturn                   749.674
2021-04-08 16:02:11.332388 CEST | Iteration                    30
2021-04-08 16:02:11.332517 CEST | AverageDiscountedReturn     509.002
2021-04-08 16:02:11.332644 CEST | AverageReturn               801.74
2021-04-08 16:02:11.332768 CEST | ExplainedVariance             0.796556
2021-04-08 16:02:11.332888 CEST | NumTrajs                      5
2021-04-08 16:02:11.333008 CEST | Entropy                       1.39994
2021-04-08 16:02:11.333136 CEST | Perplexity                    4.05497
2021-04-08 16:02:11.333276 CEST | StdReturn                   395.879
2021-04-08 16:02:11.333398 CEST | MaxReturn                   999.791
2021-04-08 16:02:11.333524 CEST | MinReturn                     9.98117
2021-04-08 16:02:11.333657 CEST | Iteration                    30
2021-04-08 16:02:11.333787 CEST | AverageDiscountedReturn     633.843
2021-04-08 16:02:11.333965 CEST | AverageReturn               999.803
2021-04-08 16:02:11.334092 CEST | ExplainedVariance             0.99646
2021-04-08 16:02:11.334213 CEST | NumTrajs                      4
2021-04-08 16:02:11.334342 CEST | Entropy                       1.39994
2021-04-08 16:02:11.334463 CEST | Perplexity                    4.05497
2021-04-08 16:02:11.334588 CEST | StdReturn                     0.0360187
2021-04-08 16:02:11.334708 CEST | MaxReturn                   999.853
2021-04-08 16:02:11.334829 CEST | MinReturn                   999.755
2021-04-08 16:02:11.334947 CEST | Iteration                    30
2021-04-08 16:02:11.335075 CEST | AverageDiscountedReturn     506.999
2021-04-08 16:02:11.335235 CEST | AverageReturn               799.743
2021-04-08 16:02:11.335371 CEST | ExplainedVariance             0.9695
2021-04-08 16:02:11.335495 CEST | NumTrajs                      5
2021-04-08 16:02:11.335623 CEST | Entropy                       1.39994
2021-04-08 16:02:11.335749 CEST | Perplexity                    4.05497
2021-04-08 16:02:11.335907 CEST | StdReturn                   399.872
2021-04-08 16:02:11.336042 CEST | MaxReturn                   999.782
2021-04-08 16:02:11.336188 CEST | MinReturn                     0
2021-04-08 16:02:11.336316 CEST | Iteration                    30
2021-04-08 16:02:11.336443 CEST | AverageDiscountedReturn     633.842
2021-04-08 16:02:11.336578 CEST | AverageReturn               999.808
2021-04-08 16:02:11.336711 CEST | ExplainedVariance             0.998869
2021-04-08 16:02:11.336843 CEST | NumTrajs                      4
2021-04-08 16:02:11.336969 CEST | Entropy                       1.39994
2021-04-08 16:02:11.337101 CEST | Perplexity                    4.05497
2021-04-08 16:02:11.337229 CEST | StdReturn                     0.0586997
2021-04-08 16:02:11.337427 CEST | MaxReturn                   999.853
2021-04-08 16:02:11.337622 CEST | MinReturn                   999.708
2021-04-08 16:02:11.337816 CEST | Iteration                    30
2021-04-08 16:02:11.337945 CEST | AverageDiscountedReturn     543.441
2021-04-08 16:02:11.338079 CEST | AverageReturn               839.763
2021-04-08 16:02:11.338210 CEST | ExplainedVariance             0.657534
2021-04-08 16:02:11.338347 CEST | NumTrajs                      5
2021-04-08 16:02:11.338475 CEST | Entropy                       1.39994
2021-04-08 16:02:11.338608 CEST | Perplexity                    4.05497
2021-04-08 16:02:11.338731 CEST | StdReturn                   319.945
2021-04-08 16:02:11.338865 CEST | MaxReturn                   999.857
2021-04-08 16:02:11.338986 CEST | MinReturn                   199.874
2021-04-08 16:02:11.339151 CEST | Iteration                    30
2021-04-08 16:02:11.339293 CEST | AverageDiscountedReturn     633.842
2021-04-08 16:02:11.339422 CEST | AverageReturn               999.805
2021-04-08 16:02:11.339548 CEST | ExplainedVariance             0.907175
2021-04-08 16:02:11.339671 CEST | NumTrajs                      4
2021-04-08 16:02:11.339800 CEST | Entropy                       1.39994
2021-04-08 16:02:11.339928 CEST | Perplexity                    4.05497
2021-04-08 16:02:11.340059 CEST | StdReturn                     0.0623685
2021-04-08 16:02:11.340195 CEST | MaxReturn                   999.876
2021-04-08 16:02:11.340327 CEST | MinReturn                   999.736
2021-04-08 16:02:11.340458 CEST | Iteration                    30
2021-04-08 16:02:11.340613 CEST | AverageDiscountedReturn     507.552
2021-04-08 16:02:11.340746 CEST | AverageReturn               784.822
2021-04-08 16:02:11.340882 CEST | ExplainedVariance             0.838176
2021-04-08 16:02:11.341017 CEST | NumTrajs                      6
2021-04-08 16:02:11.341155 CEST | Entropy                       1.39994
2021-04-08 16:02:11.341283 CEST | Perplexity                    4.05497
2021-04-08 16:02:11.341413 CEST | StdReturn                   366.598
2021-04-08 16:02:11.341540 CEST | MaxReturn                   999.866
2021-04-08 16:02:11.341668 CEST | MinReturn                     0
2021-04-08 16:02:11.341797 CEST | Iteration                    30
2021-04-08 16:02:11.341926 CEST | AverageDiscountedReturn     605.536
2021-04-08 16:02:11.342055 CEST | AverageReturn               933.727
2021-04-08 16:02:11.342182 CEST | ExplainedVariance             0.871766
2021-04-08 16:02:11.342302 CEST | NumTrajs                      5
2021-04-08 16:02:11.342430 CEST | Entropy                       1.39994
2021-04-08 16:02:11.342560 CEST | Perplexity                    4.05497
2021-04-08 16:02:11.342688 CEST | StdReturn                   122.224
2021-04-08 16:02:11.342823 CEST | MaxReturn                   999.798
2021-04-08 16:02:11.342951 CEST | MinReturn                   689.784
2021-04-08 16:02:11.343072 CEST | Iteration                    30
2021-04-08 16:02:11.343218 CEST | AverageDiscountedReturn     509.172
2021-04-08 16:02:11.343348 CEST | AverageReturn               786.428
2021-04-08 16:02:11.343475 CEST | ExplainedVariance             0.815421
2021-04-08 16:02:11.343601 CEST | NumTrajs                      6
2021-04-08 16:02:11.343736 CEST | Entropy                       1.39994
2021-04-08 16:02:11.343872 CEST | Perplexity                    4.05497
2021-04-08 16:02:11.343999 CEST | StdReturn                   363.016
2021-04-08 16:02:11.344143 CEST | MaxReturn                   999.819
2021-04-08 16:02:11.344272 CEST | MinReturn                     9.98126
2021-04-08 16:02:11.344400 CEST | AveragePolicyStd              0.981185
2021-04-08 16:02:11.344522 CEST | AveragePolicyStd              0.981185
2021-04-08 16:02:11.344650 CEST | AveragePolicyStd              0.981185
2021-04-08 16:02:11.344778 CEST | AveragePolicyStd              0.981185
2021-04-08 16:02:11.344909 CEST | AveragePolicyStd              0.981185
2021-04-08 16:02:11.345039 CEST | AveragePolicyStd              0.981185
2021-04-08 16:02:11.345170 CEST | AveragePolicyStd              0.981185
2021-04-08 16:02:11.345305 CEST | AveragePolicyStd              0.981185
2021-04-08 16:02:11.345438 CEST | AveragePolicyStd              0.981185
2021-04-08 16:02:11.345619 CEST | AveragePolicyStd              0.981185
2021-04-08 16:02:11.345742 CEST | TransfBits               153120
2021-04-08 16:02:11.345866 CEST | TotalAverageReturn          561.611
2021-04-08 16:02:11.346013 CEST | -----------------------  ---------------
2021-04-08 16:02:12.911217 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #31 | fitting baseline...
2021-04-08 16:02:12.911958 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #31 | fitted
2021-04-08 16:02:12.913289 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #31 | fitting baseline...
2021-04-08 16:02:12.913938 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #31 | fitted
2021-04-08 16:02:12.915071 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #31 | fitting baseline...
2021-04-08 16:02:12.915771 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #31 | fitted
2021-04-08 16:02:12.916847 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #31 | fitting baseline...
2021-04-08 16:02:12.917386 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #31 | fitted
2021-04-08 16:02:12.918741 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #31 | fitting baseline...
2021-04-08 16:02:12.919493 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #31 | fitted
2021-04-08 16:02:12.920641 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #31 | fitting baseline...
2021-04-08 16:02:12.921237 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #31 | fitted
2021-04-08 16:02:12.922204 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #31 | fitting baseline...
2021-04-08 16:02:12.922711 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #31 | fitted
2021-04-08 16:02:12.923690 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #31 | fitting baseline...
2021-04-08 16:02:12.924214 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #31 | fitted
2021-04-08 16:02:12.925197 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #31 | fitting baseline...
2021-04-08 16:02:12.925692 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #31 | fitted
2021-04-08 16:02:12.926527 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #31 | fitting baseline...
2021-04-08 16:02:12.926995 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #31 | fitted
2021-04-08 16:02:14.400521 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #32 | fitting baseline...
2021-04-08 16:02:14.401232 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #32 | fitted
2021-04-08 16:02:14.402274 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #32 | fitting baseline...
2021-04-08 16:02:14.402751 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #32 | fitted
2021-04-08 16:02:14.403621 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #32 | fitting baseline...
2021-04-08 16:02:14.404014 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #32 | fitted
2021-04-08 16:02:14.404841 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #32 | fitting baseline...
2021-04-08 16:02:14.405248 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #32 | fitted
2021-04-08 16:02:14.406029 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #32 | fitting baseline...
2021-04-08 16:02:14.406457 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #32 | fitted
2021-04-08 16:02:14.407392 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #32 | fitting baseline...
2021-04-08 16:02:14.407839 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #32 | fitted
2021-04-08 16:02:14.408670 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #32 | fitting baseline...
2021-04-08 16:02:14.409323 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #32 | fitted
2021-04-08 16:02:14.410608 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #32 | fitting baseline...
2021-04-08 16:02:14.411238 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #32 | fitted
2021-04-08 16:02:14.412043 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #32 | fitting baseline...
2021-04-08 16:02:14.412533 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #32 | fitted
2021-04-08 16:02:14.413345 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #32 | fitting baseline...
2021-04-08 16:02:14.413810 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #32 | fitted
2021-04-08 16:02:15.836456 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #33 | fitting baseline...
2021-04-08 16:02:15.837061 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #33 | fitted
2021-04-08 16:02:15.838016 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #33 | fitting baseline...
2021-04-08 16:02:15.838506 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #33 | fitted
2021-04-08 16:02:15.839471 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #33 | fitting baseline...
2021-04-08 16:02:15.839936 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #33 | fitted
2021-04-08 16:02:15.840849 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #33 | fitting baseline...
2021-04-08 16:02:15.841296 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #33 | fitted
2021-04-08 16:02:15.842255 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #33 | fitting baseline...
2021-04-08 16:02:15.842746 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #33 | fitted
2021-04-08 16:02:15.843596 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #33 | fitting baseline...
2021-04-08 16:02:15.844029 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #33 | fitted
2021-04-08 16:02:15.844901 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #33 | fitting baseline...
2021-04-08 16:02:15.845353 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #33 | fitted
2021-04-08 16:02:15.846162 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #33 | fitting baseline...
2021-04-08 16:02:15.846606 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #33 | fitted
2021-04-08 16:02:15.847477 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #33 | fitting baseline...
2021-04-08 16:02:15.847896 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #33 | fitted
2021-04-08 16:02:15.848679 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #33 | fitting baseline...
2021-04-08 16:02:15.849084 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #33 | fitted
2021-04-08 16:02:17.269956 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #34 | fitting baseline...
2021-04-08 16:02:17.270581 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #34 | fitted
2021-04-08 16:02:17.271571 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #34 | fitting baseline...
2021-04-08 16:02:17.272057 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #34 | fitted
2021-04-08 16:02:17.272933 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #34 | fitting baseline...
