2021-04-08 10:49:00.347166 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populating workers...
2021-04-08 10:49:00.347606 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populated
2021-04-08 10:49:00.347864 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populating workers...
2021-04-08 10:49:00.348103 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populated
2021-04-08 10:49:00.348340 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populating workers...
2021-04-08 10:49:00.348569 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populated
2021-04-08 10:49:00.348798 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populating workers...
2021-04-08 10:49:00.349026 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populated
2021-04-08 10:49:00.349252 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populating workers...
2021-04-08 10:49:00.349477 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populated
2021-04-08 10:49:00.349700 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populating workers...
2021-04-08 10:49:00.349927 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populated
2021-04-08 10:49:00.350154 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populating workers...
2021-04-08 10:49:00.350377 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populated
2021-04-08 10:49:00.350602 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populating workers...
2021-04-08 10:49:00.350826 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populated
2021-04-08 10:49:00.351053 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populating workers...
2021-04-08 10:49:00.351328 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populated
2021-04-08 10:49:00.351555 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populating workers...
2021-04-08 10:49:00.351783 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populated
2021-04-08 10:49:54.346747 CEST | AverageDiscountedReturn    610.969
2021-04-08 10:49:54.346894 CEST | AverageReturn              945.732
2021-04-08 10:49:54.347045 CEST | ExplainedVariance            0.911031
2021-04-08 10:49:54.347225 CEST | NumTrajs                     5
2021-04-08 10:49:54.347377 CEST | Entropy                      1.30398
2021-04-08 10:49:54.347535 CEST | Perplexity                   3.68392
2021-04-08 10:49:54.347684 CEST | StdReturn                  107.99
2021-04-08 10:49:54.347834 CEST | MaxReturn                  999.779
2021-04-08 10:49:54.347980 CEST | MinReturn                  729.752
2021-04-08 10:49:54.348128 CEST | Iteration                   21
2021-04-08 10:49:54.348304 CEST | AverageDiscountedReturn    633.794
2021-04-08 10:49:54.348468 CEST | AverageReturn              999.709
2021-04-08 10:49:54.348625 CEST | ExplainedVariance            0.89976
2021-04-08 10:49:54.348779 CEST | NumTrajs                     4
2021-04-08 10:49:54.348937 CEST | Entropy                      1.30398
2021-04-08 10:49:54.349098 CEST | Perplexity                   3.68392
2021-04-08 10:49:54.349263 CEST | StdReturn                    0.0867969
2021-04-08 10:49:54.349422 CEST | MaxReturn                  999.826
2021-04-08 10:49:54.349585 CEST | MinReturn                  999.594
2021-04-08 10:49:54.349747 CEST | AveragePolicyStd             0.891401
2021-04-08 10:49:54.349912 CEST | AveragePolicyStd             0.891401
2021-04-08 10:49:54.350072 CEST | AveragePolicyStd             0.891401
2021-04-08 10:49:54.350227 CEST | AveragePolicyStd             0.891401
2021-04-08 10:49:54.350383 CEST | AveragePolicyStd             0.891401
2021-04-08 10:49:54.350547 CEST | AveragePolicyStd             0.891401
2021-04-08 10:49:54.350699 CEST | AveragePolicyStd             0.891401
2021-04-08 10:49:54.350853 CEST | AveragePolicyStd             0.891401
2021-04-08 10:49:54.351015 CEST | AveragePolicyStd             0.891401
2021-04-08 10:49:54.351197 CEST | AveragePolicyStd             0.891401
2021-04-08 10:49:54.351359 CEST | Iteration                   22
2021-04-08 10:49:54.351517 CEST | AverageDiscountedReturn    591.458
2021-04-08 10:49:54.351677 CEST | AverageReturn              899.657
2021-04-08 10:49:54.351836 CEST | ExplainedVariance            0.817086
2021-04-08 10:49:54.351999 CEST | NumTrajs                     5
2021-04-08 10:49:54.352157 CEST | Entropy                      1.30424
2021-04-08 10:49:54.352317 CEST | Perplexity                   3.68487
2021-04-08 10:49:54.352484 CEST | StdReturn                  129.12
2021-04-08 10:49:54.352654 CEST | MaxReturn                  999.801
2021-04-08 10:49:54.352812 CEST | MinReturn                  659.751
2021-04-08 10:49:54.352964 CEST | Iteration                   22
2021-04-08 10:49:54.353124 CEST | AverageDiscountedReturn    633.783
2021-04-08 10:49:54.353287 CEST | AverageReturn              999.726
2021-04-08 10:49:54.353454 CEST | ExplainedVariance            0.975018
2021-04-08 10:49:54.353622 CEST | NumTrajs                     4
2021-04-08 10:49:54.353787 CEST | Entropy                      1.30424
2021-04-08 10:49:54.353940 CEST | Perplexity                   3.68487
2021-04-08 10:49:54.354090 CEST | StdReturn                    0.076942
2021-04-08 10:49:54.354238 CEST | MaxReturn                  999.816
2021-04-08 10:49:54.354385 CEST | MinReturn                  999.613
2021-04-08 10:49:54.354539 CEST | Iteration                   22
2021-04-08 10:49:54.354685 CEST | AverageDiscountedReturn    633.841
2021-04-08 10:49:54.354831 CEST | AverageReturn              999.796
2021-04-08 10:49:54.354983 CEST | ExplainedVariance            1
2021-04-08 10:49:54.355165 CEST | NumTrajs                     4
2021-04-08 10:49:54.355327 CEST | Entropy                      1.30424
2021-04-08 10:49:54.355485 CEST | Perplexity                   3.68487
2021-04-08 10:49:54.355638 CEST | StdReturn                    0.0463445
2021-04-08 10:49:54.355797 CEST | MaxReturn                  999.853
2021-04-08 10:49:54.355948 CEST | MinReturn                  999.727
2021-04-08 10:49:54.356103 CEST | Iteration                   22
2021-04-08 10:49:54.356261 CEST | AverageDiscountedReturn    633.821
2021-04-08 10:49:54.356412 CEST | AverageReturn              999.769
2021-04-08 10:49:54.356594 CEST | ExplainedVariance            1
2021-04-08 10:49:54.356802 CEST | NumTrajs                     4
2021-04-08 10:49:54.356957 CEST | Entropy                      1.30424
2021-04-08 10:49:54.357104 CEST | Perplexity                   3.68487
2021-04-08 10:49:54.357251 CEST | StdReturn                    0.0243329
2021-04-08 10:49:54.357402 CEST | MaxReturn                  999.801
2021-04-08 10:49:54.357549 CEST | MinReturn                  999.735
2021-04-08 10:49:54.357700 CEST | Iteration                   22
2021-04-08 10:49:54.357851 CEST | AverageDiscountedReturn    494.141
2021-04-08 10:49:54.358004 CEST | AverageReturn              749.787
2021-04-08 10:49:54.358159 CEST | ExplainedVariance            0.759652
2021-04-08 10:49:54.358309 CEST | NumTrajs                     6
2021-04-08 10:49:54.358459 CEST | Entropy                      1.30424
2021-04-08 10:49:54.358606 CEST | Perplexity                   3.68487
2021-04-08 10:49:54.358755 CEST | StdReturn                  350.259
2021-04-08 10:49:54.358902 CEST | MaxReturn                  999.831
2021-04-08 10:49:54.359053 CEST | MinReturn                    9.98103
2021-04-08 10:49:54.359269 CEST | Iteration                   22
2021-04-08 10:49:54.359435 CEST | AverageDiscountedReturn    557.223
2021-04-08 10:49:54.359586 CEST | AverageReturn              821.758
2021-04-08 10:49:54.359732 CEST | ExplainedVariance            0.766668
2021-04-08 10:49:54.359878 CEST | NumTrajs                     5
2021-04-08 10:49:54.360024 CEST | Entropy                      1.30424
2021-04-08 10:49:54.360171 CEST | Perplexity                   3.68487
2021-04-08 10:49:54.360318 CEST | StdReturn                  147.725
2021-04-08 10:49:54.360465 CEST | MaxReturn                  999.747
2021-04-08 10:49:54.360611 CEST | MinReturn                  599.691
2021-04-08 10:49:54.360762 CEST | Iteration                   22
2021-04-08 10:49:54.360908 CEST | AverageDiscountedReturn    601.89
2021-04-08 10:49:54.361056 CEST | AverageReturn              921.7
2021-04-08 10:49:54.361208 CEST | ExplainedVariance            0.933517
2021-04-08 10:49:54.361353 CEST | NumTrajs                     5
2021-04-08 10:49:54.361506 CEST | Entropy                      1.30424
2021-04-08 10:49:54.361654 CEST | Perplexity                   3.68487
2021-04-08 10:49:54.361807 CEST | StdReturn                   99.6301
2021-04-08 10:49:54.361953 CEST | MaxReturn                  999.808
2021-04-08 10:49:54.362100 CEST | MinReturn                  759.786
2021-04-08 10:49:54.362251 CEST | Iteration                   22
2021-04-08 10:49:54.362397 CEST | AverageDiscountedReturn    630.037
2021-04-08 10:49:54.362543 CEST | AverageReturn              989.755
2021-04-08 10:49:54.362705 CEST | ExplainedVariance            0.91429
2021-04-08 10:49:54.362858 CEST | NumTrajs                     5
2021-04-08 10:49:54.363008 CEST | Entropy                      1.30424
2021-04-08 10:49:54.363195 CEST | Perplexity                   3.68487
2021-04-08 10:49:54.363344 CEST | StdReturn                   19.9788
2021-04-08 10:49:54.363495 CEST | MaxReturn                  999.83
2021-04-08 10:49:54.363642 CEST | MinReturn                  949.798
2021-04-08 10:49:54.363791 CEST | Iteration                   22
2021-04-08 10:49:54.363938 CEST | AverageDiscountedReturn    612.479
2021-04-08 10:49:54.364085 CEST | AverageReturn              947.692
2021-04-08 10:49:54.364231 CEST | ExplainedVariance            0.929983
2021-04-08 10:49:54.364381 CEST | NumTrajs                     5
2021-04-08 10:49:54.364533 CEST | Entropy                      1.30424
2021-04-08 10:49:54.364679 CEST | Perplexity                   3.68487
2021-04-08 10:49:54.364825 CEST | StdReturn                   89.7123
2021-04-08 10:49:54.364973 CEST | MaxReturn                  999.797
2021-04-08 10:49:54.365129 CEST | MinReturn                  769.809
2021-04-08 10:49:54.365278 CEST | Iteration                   22
2021-04-08 10:49:54.365426 CEST | AverageDiscountedReturn    507.054
2021-04-08 10:49:54.365576 CEST | AverageReturn              799.804
2021-04-08 10:49:54.365727 CEST | ExplainedVariance            0.958808
2021-04-08 10:49:54.365878 CEST | NumTrajs                     5
2021-04-08 10:49:54.366025 CEST | Entropy                      1.30424
2021-04-08 10:49:54.366180 CEST | Perplexity                   3.68487
2021-04-08 10:49:54.366327 CEST | StdReturn                  399.902
2021-04-08 10:49:54.366474 CEST | MaxReturn                  999.836
2021-04-08 10:49:54.366626 CEST | MinReturn                    0
2021-04-08 10:49:54.366781 CEST | AveragePolicyStd             0.891631
2021-04-08 10:49:54.366933 CEST | AveragePolicyStd             0.891631
2021-04-08 10:49:54.367077 CEST | AveragePolicyStd             0.891631
2021-04-08 10:49:54.367277 CEST | AveragePolicyStd             0.891631
2021-04-08 10:49:54.367463 CEST | AveragePolicyStd             0.891631
2021-04-08 10:49:54.367639 CEST | AveragePolicyStd             0.891631
2021-04-08 10:49:54.367824 CEST | AveragePolicyStd             0.891631
2021-04-08 10:49:54.368005 CEST | AveragePolicyStd             0.891631
2021-04-08 10:49:54.368187 CEST | AveragePolicyStd             0.891631
2021-04-08 10:49:54.368365 CEST | AveragePolicyStd             0.891631
2021-04-08 10:49:54.368543 CEST | Iteration                   23
2021-04-08 10:49:54.368724 CEST | AverageDiscountedReturn    613.837
2021-04-08 10:49:54.368899 CEST | AverageReturn              951.746
2021-04-08 10:49:54.369051 CEST | ExplainedVariance            0.895859
2021-04-08 10:49:54.369229 CEST | NumTrajs                     5
2021-04-08 10:49:54.369363 CEST | Entropy                      1.30513
2021-04-08 10:49:54.369486 CEST | Perplexity                   3.68817
2021-04-08 10:49:54.369607 CEST | StdReturn                   96.0259
2021-04-08 10:49:54.369728 CEST | MaxReturn                  999.827
2021-04-08 10:49:54.369849 CEST | MinReturn                  759.694
2021-04-08 10:49:54.369971 CEST | Iteration                   23
2021-04-08 10:49:54.370094 CEST | AverageDiscountedReturn    633.832
2021-04-08 10:49:54.370217 CEST | AverageReturn              999.785
2021-04-08 10:49:54.370339 CEST | ExplainedVariance            0.974548
2021-04-08 10:49:54.370462 CEST | NumTrajs                     4
2021-04-08 10:49:54.370584 CEST | Entropy                      1.30513
2021-04-08 10:49:54.370707 CEST | Perplexity                   3.68817
2021-04-08 10:49:54.370829 CEST | StdReturn                    0.0554185
2021-04-08 10:49:54.370951 CEST | MaxReturn                  999.867
2021-04-08 10:49:54.371072 CEST | MinReturn                  999.714
2021-04-08 10:49:54.371227 CEST | Iteration                   23
2021-04-08 10:49:54.371364 CEST | AverageDiscountedReturn    633.793
2021-04-08 10:49:54.371507 CEST | AverageReturn              999.712
2021-04-08 10:49:54.371640 CEST | ExplainedVariance            0.999999
2021-04-08 10:49:54.371778 CEST | NumTrajs                     4
2021-04-08 10:49:54.371911 CEST | Entropy                      1.30513
2021-04-08 10:49:54.372048 CEST | Perplexity                   3.68817
2021-04-08 10:49:54.372179 CEST | StdReturn                    0.0499741
2021-04-08 10:49:54.372316 CEST | MaxReturn                  999.779
2021-04-08 10:49:54.372453 CEST | MinReturn                  999.646
2021-04-08 10:49:54.372586 CEST | Iteration                   23
2021-04-08 10:49:54.372718 CEST | AverageDiscountedReturn    633.782
2021-04-08 10:49:54.372848 CEST | AverageReturn              999.708
2021-04-08 10:49:54.373022 CEST | ExplainedVariance            0.999999
2021-04-08 10:49:54.373158 CEST | NumTrajs                     4
2021-04-08 10:49:54.373288 CEST | Entropy                      1.30513
2021-04-08 10:49:54.373418 CEST | Perplexity                   3.68817
2021-04-08 10:49:54.373551 CEST | StdReturn                    0.0751605
2021-04-08 10:49:54.373682 CEST | MaxReturn                  999.804
2021-04-08 10:49:54.373819 CEST | MinReturn                  999.593
2021-04-08 10:49:54.373949 CEST | Iteration                   23
2021-04-08 10:49:54.374082 CEST | AverageDiscountedReturn    633.837
2021-04-08 10:49:54.374213 CEST | AverageReturn              999.799
2021-04-08 10:49:54.374343 CEST | ExplainedVariance            0.999999
2021-04-08 10:49:54.374482 CEST | NumTrajs                     4
2021-04-08 10:49:54.374665 CEST | Entropy                      1.30513
2021-04-08 10:49:54.374847 CEST | Perplexity                   3.68817
2021-04-08 10:49:54.375008 CEST | StdReturn                    0.0389959
2021-04-08 10:49:54.375189 CEST | MaxReturn                  999.849
2021-04-08 10:49:54.375349 CEST | MinReturn                  999.743
2021-04-08 10:49:54.375499 CEST | Iteration                   23
2021-04-08 10:49:54.375668 CEST | AverageDiscountedReturn    549.873
2021-04-08 10:49:54.375834 CEST | AverageReturn              847.769
2021-04-08 10:49:54.376003 CEST | ExplainedVariance            0.638434
2021-04-08 10:49:54.376170 CEST | NumTrajs                     5
2021-04-08 10:49:54.376346 CEST | Entropy                      1.30513
2021-04-08 10:49:54.376516 CEST | Perplexity                   3.68817
2021-04-08 10:49:54.376676 CEST | StdReturn                  303.986
2021-04-08 10:49:54.376846 CEST | MaxReturn                  999.827
2021-04-08 10:49:54.377010 CEST | MinReturn                  239.796
2021-04-08 10:49:54.377168 CEST | Iteration                   23
2021-04-08 10:49:54.377345 CEST | AverageDiscountedReturn    633.8
2021-04-08 10:49:54.377512 CEST | AverageReturn              999.748
2021-04-08 10:49:54.377670 CEST | ExplainedVariance            0.923551
2021-04-08 10:49:54.377836 CEST | NumTrajs                     4
2021-04-08 10:49:54.378005 CEST | Entropy                      1.30513
2021-04-08 10:49:54.378168 CEST | Perplexity                   3.68817
2021-04-08 10:49:54.378326 CEST | StdReturn                    0.108438
2021-04-08 10:49:54.378486 CEST | MaxReturn                  999.854
2021-04-08 10:49:54.378658 CEST | MinReturn                  999.59
2021-04-08 10:49:54.378825 CEST | Iteration                   23
2021-04-08 10:49:54.378993 CEST | AverageDiscountedReturn    633.797
2021-04-08 10:49:54.379178 CEST | AverageReturn              999.723
2021-04-08 10:49:54.379369 CEST | ExplainedVariance            0.999999
2021-04-08 10:49:54.379511 CEST | NumTrajs                     4
2021-04-08 10:49:54.379649 CEST | Entropy                      1.30513
2021-04-08 10:49:54.379784 CEST | Perplexity                   3.68817
2021-04-08 10:49:54.379920 CEST | StdReturn                    0.114112
2021-04-08 10:49:54.380058 CEST | MaxReturn                  999.863
2021-04-08 10:49:54.380200 CEST | MinReturn                  999.546
2021-04-08 10:49:54.380333 CEST | Iteration                   23
2021-04-08 10:49:54.380481 CEST | AverageDiscountedReturn    633.761
2021-04-08 10:49:54.380619 CEST | AverageReturn              999.68
2021-04-08 10:49:54.380754 CEST | ExplainedVariance            0.999999
2021-04-08 10:49:54.380890 CEST | NumTrajs                     4
2021-04-08 10:49:54.381024 CEST | Entropy                      1.30513
2021-04-08 10:49:54.381161 CEST | Perplexity                   3.68817
2021-04-08 10:49:54.381299 CEST | StdReturn                    0.102569
2021-04-08 10:49:54.381437 CEST | MaxReturn                  999.801
2021-04-08 10:49:54.381575 CEST | MinReturn                  999.518
2021-04-08 10:49:54.381712 CEST | Iteration                   23
2021-04-08 10:49:54.381849 CEST | AverageDiscountedReturn    546.72
2021-04-08 10:49:54.381987 CEST | AverageReturn              843.813
2021-04-08 10:49:54.382121 CEST | ExplainedVariance            0.647056
2021-04-08 10:49:54.382308 CEST | NumTrajs                     5
2021-04-08 10:49:54.382463 CEST | Entropy                      1.30513
2021-04-08 10:49:54.382621 CEST | Perplexity                   3.68817
2021-04-08 10:49:54.382786 CEST | StdReturn                  311.994
2021-04-08 10:49:54.382934 CEST | MaxReturn                  999.842
2021-04-08 10:49:54.383111 CEST | MinReturn                  219.825
2021-04-08 10:49:54.383270 CEST | AveragePolicyStd             0.892429
2021-04-08 10:49:54.383431 CEST | AveragePolicyStd             0.892429
2021-04-08 10:49:54.383587 CEST | AveragePolicyStd             0.892429
2021-04-08 10:49:54.383743 CEST | AveragePolicyStd             0.892429
2021-04-08 10:49:54.383885 CEST | AveragePolicyStd             0.892429
2021-04-08 10:49:54.384044 CEST | AveragePolicyStd             0.892429
2021-04-08 10:49:54.384201 CEST | AveragePolicyStd             0.892429
2021-04-08 10:49:54.384370 CEST | AveragePolicyStd             0.892429
2021-04-08 10:49:54.384514 CEST | AveragePolicyStd             0.892429
2021-04-08 10:49:54.384682 CEST | AveragePolicyStd             0.892429
2021-04-08 10:49:54.384834 CEST | Iteration                   24
2021-04-08 10:49:54.384994 CEST | AverageDiscountedReturn    540.09
2021-04-08 10:49:54.385149 CEST | AverageReturn              835.726
2021-04-08 10:49:54.385304 CEST | ExplainedVariance            0.590514
2021-04-08 10:49:54.385465 CEST | NumTrajs                     5
2021-04-08 10:49:54.385620 CEST | Entropy                      1.30525
2021-04-08 10:49:54.385774 CEST | Perplexity                   3.68861
2021-04-08 10:49:54.385935 CEST | StdReturn                  327.918
2021-04-08 10:49:54.386099 CEST | MaxReturn                  999.854
2021-04-08 10:49:54.386258 CEST | MinReturn                  179.889
2021-04-08 10:49:54.386411 CEST | Iteration                   24
2021-04-08 10:49:54.386566 CEST | AverageDiscountedReturn    569.115
2021-04-08 10:49:54.386713 CEST | AverageReturn              873.753
2021-04-08 10:49:54.386879 CEST | ExplainedVariance            0.678573
2021-04-08 10:49:54.387026 CEST | NumTrajs                     5
2021-04-08 10:49:54.387235 CEST | Entropy                      1.30525
2021-04-08 10:49:54.387390 CEST | Perplexity                   3.68861
2021-04-08 10:49:54.387569 CEST | StdReturn                  251.996
2021-04-08 10:49:54.387727 CEST | MaxReturn                  999.842
2021-04-08 10:49:54.387893 CEST | MinReturn                  369.761
2021-04-08 10:49:54.388045 CEST | Iteration                   24
2021-04-08 10:49:54.388206 CEST | AverageDiscountedReturn    633.775
2021-04-08 10:49:54.388359 CEST | AverageReturn              999.69
2021-04-08 10:49:54.388508 CEST | ExplainedVariance            0.841104
2021-04-08 10:49:54.388666 CEST | NumTrajs                     4
2021-04-08 10:49:54.388874 CEST | Entropy                      1.30525
2021-04-08 10:49:54.389032 CEST | Perplexity                   3.68861
2021-04-08 10:49:54.389190 CEST | StdReturn                    0.179611
2021-04-08 10:49:54.389340 CEST | MaxReturn                  999.853
2021-04-08 10:49:54.389537 CEST | MinReturn                  999.388
2021-04-08 10:49:54.389731 CEST | Iteration                   24
2021-04-08 10:49:54.389904 CEST | AverageDiscountedReturn    633.79
2021-04-08 10:49:54.390057 CEST | AverageReturn              999.71
2021-04-08 10:49:54.390221 CEST | ExplainedVariance            1
2021-04-08 10:49:54.390389 CEST | NumTrajs                     4
2021-04-08 10:49:54.390553 CEST | Entropy                      1.30525
2021-04-08 10:49:54.390712 CEST | Perplexity                   3.68861
2021-04-08 10:49:54.390866 CEST | StdReturn                    0.0123479
2021-04-08 10:49:54.391026 CEST | MaxReturn                  999.721
2021-04-08 10:49:54.391201 CEST | MinReturn                  999.69
2021-04-08 10:49:54.391351 CEST | Iteration                   24
2021-04-08 10:49:54.391510 CEST | AverageDiscountedReturn    555.271
2021-04-08 10:49:54.391675 CEST | AverageReturn              841.776
2021-04-08 10:49:54.391826 CEST | ExplainedVariance            0.608152
2021-04-08 10:49:54.391979 CEST | NumTrajs                     5
2021-04-08 10:49:54.392136 CEST | Entropy                      1.30525
2021-04-08 10:49:54.392293 CEST | Perplexity                   3.68861
2021-04-08 10:49:54.392448 CEST | StdReturn                  251.895
2021-04-08 10:49:54.392609 CEST | MaxReturn                  999.814
2021-04-08 10:49:54.392764 CEST | MinReturn                  349.793
2021-04-08 10:49:54.392916 CEST | Iteration                   24
2021-04-08 10:49:54.393081 CEST | AverageDiscountedReturn    620.208
2021-04-08 10:49:54.393239 CEST | AverageReturn              965.805
2021-04-08 10:49:54.393411 CEST | ExplainedVariance            0.865492
2021-04-08 10:49:54.393572 CEST | NumTrajs                     5
2021-04-08 10:49:54.393737 CEST | Entropy                      1.30525
2021-04-08 10:49:54.393901 CEST | Perplexity                   3.68861
